"","Rk","G","Date","Age","Tm","Column1","Opp","_1","GS","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","+/-","Name"
"141",5,5,2022-10-28,"26-004","BOS",H,"CLE","L (-9)","1","42:48","11","22",".500","2","7",".286","8","12",".667","0","8","8","4","2","0","6","3","32","19.4","-21","Jaylen Brown"
"142",6,6,2022-10-30,"26-006","BOS",H,"WAS","W (+18)","1","29:58","7","18",".389","4","9",".444","6","6","1.000","0","10","10","2","0","0","2","1","24","16.2","+13","Jaylen Brown"
"143",7,7,2022-11-02,"26-009","BOS","@","CLE","L (-1)","1","44:36","10","26",".385","3","10",".300","7","7","1.000","2","6","8","4","1","0","3","5","30","17.8","+7","Jaylen Brown"
"144",8,8,2022-11-04,"26-011","BOS",H,"CHI","W (+4)","1","33:50","6","14",".429","0","3",".000","4","5",".800","1","4","5","2","0","0","3","2","16","7.7","-13","Jaylen Brown"
"145",9,9,2022-11-05,"26-012","BOS","@","NYK","W (+15)","1","37:19","10","19",".526","6","11",".545","4","4","1.000","2","3","5","3","0","0","1","5","30","22.1","-5","Jaylen Brown"
"146",10,10,2022-11-07,"26-014","BOS","@","MEM","W (+3)","1","38:16","8","20",".400","1","6",".167","4","5",".800","0","9","9","2","1","0","7","4","21","6.3","-6","Jaylen Brown"
"147",11,11,2022-11-09,"26-016","BOS",H,"DET","W (+16)","1","30:01","11","19",".579","2","6",".333","6","7",".857","2","5","7","3","1","0","0","0","30","26.7","+25","Jaylen Brown"
"148",12,12,2022-11-11,"26-018","BOS",H,"DEN","W (+19)","1","34:47","11","15",".733","3","4",".750","0","0",NA,"0","8","8","8","0","0","3","3","25","22.7","+8","Jaylen Brown"
"149",14,13,2022-11-14,"26-021","BOS",H,"OKC","W (+4)","1","41:04","11","21",".524","0","5",".000","4","6",".667","0","6","6","6","2","0","5","4","26","16.3","+6","Jaylen Brown"
"150",15,14,2022-11-16,"26-023","BOS","@","ATL","W (+25)","1","23:11","10","17",".588","1","6",".167","1","2",".500","0","5","5","0","2","0","3","4","22","12.6","+10","Jaylen Brown"
"151",16,15,2022-11-18,"26-025","BOS","@","NOP","W (+8)","1","36:49","10","20",".500","3","6",".500","4","5",".800","3","7","10","7","2","0","7","2","27","19.9","+5","Jaylen Brown"
"152",17,16,2022-11-21,"26-028","BOS","@","CHI","L (-14)","1","38:03","9","20",".450","4","10",".400","3","5",".600","0","7","7","2","0","0","5","1","25","11.9","-8","Jaylen Brown"
"153",18,17,2022-11-23,"26-030","BOS",H,"DAL","W (+13)","1","35:41","13","18",".722","2","3",".667","3","4",".750","0","4","4","4","2","0","2","2","31","26.4","+14","Jaylen Brown"
"154",19,18,2022-11-25,"26-032","BOS",H,"SAC","W (+18)","1","26:41","9","16",".563","1","4",".250","6","6","1.000","0","5","5","4","2","0","1","4","25","21.1","+5","Jaylen Brown"
"155",20,19,2022-11-27,"26-034","BOS",H,"WAS","W (+9)","1","34:13","13","23",".565","2","7",".286","8","8","1.000","2","3","5","2","0","0","2","3","36","25.6","+26","Jaylen Brown"
"156",22,20,2022-11-30,"26-037","BOS",H,"MIA","W (+13)","1","28:04","10","18",".556","1","6",".167","5","6",".833","3","4","7","5","0","0","6","4","26","16.2","+8","Jaylen Brown"
"157",23,21,2022-12-02,"26-039","BOS",H,"MIA","L (-4)","1","45:37","12","23",".522","5","11",".455","8","9",".889","0","14","14","5","0","0","5","2","37","27.2","+7","Jaylen Brown"
"158",24,22,2022-12-04,"26-041","BOS","@","BRK","W (+11)","1","40:14","10","20",".500","5","9",".556","9","11",".818","2","8","10","2","2","4","0","2","34","32.4","+16","Jaylen Brown"
"159",25,23,2022-12-05,"26-042","BOS","@","TOR","W (+6)","1","39:01","9","22",".409","1","6",".167","3","4",".750","0","8","8","8","0","0","0","1","22","17.4","+6","Jaylen Brown"
"160",26,24,2022-12-07,"26-044","BOS","@","PHO","W (+27)","1","28:06","9","24",".375","2","8",".250","5","5","1.000","3","4","7","3","2","0","1","0","25","18.2","+27","Jaylen Brown"
"161",27,25,2022-12-10,"26-047","BOS","@","GSW","L (-16)","1","37:13","13","23",".565","3","9",".333","2","2","1.000","1","8","9","3","1","0","2","3","31","23.1","-9","Jaylen Brown"
"162",28,26,2022-12-12,"26-049","BOS","@","LAC","L (-20)","1","29:41","9","15",".600","1","6",".167","2","6",".333","0","4","4","2","2","0","2","4","21","13.5","-26","Jaylen Brown"
"163",29,27,2022-12-13,"26-050","BOS","@","LAL","W (+4)","1","42:44","10","21",".476","3","7",".429","2","4",".500","2","13","15","5","3","0","4","4","25","19.7","+10","Jaylen Brown"
"164",30,28,2022-12-16,"26-053","BOS",H,"ORL","L (-8)","1","36:38","7","17",".412","4","10",".400","8","10",".800","0","4","4","3","1","2","7","3","26","13.6","0","Jaylen Brown"
"165",31,29,2022-12-18,"26-055","BOS",H,"ORL","L (-3)","1","38:52","10","25",".400","2","10",".200","2","2","1.000","3","11","14","2","3","2","5","3","24","15.5","+2","Jaylen Brown"
"166",32,30,2022-12-21,"26-058","BOS",H,"IND","L (-5)","1","36:13","8","23",".348","1","5",".200","2","2","1.000","4","6","10","2","1","0","4","1","19","8.7","-6","Jaylen Brown"
"167",33,31,2022-12-23,"26-060","BOS",H,"MIN","W (+12)","1","36:54","13","29",".448","3","13",".231","7","10",".700","3","4","7","3","1","1","2","3","36","23.6","+8","Jaylen Brown"
"168",34,32,2022-12-25,"26-062","BOS",H,"MIL","W (+21)","1","37:27","11","19",".579","5","9",".556","2","6",".333","0","5","5","4","1","0","4","3","29","18.6","+11","Jaylen Brown"
"169",35,33,2022-12-27,"26-064","BOS",H,"HOU","W (+24)","1","34:49","14","26",".538","6","15",".400","5","5","1.000","0","1","1","2","3","0","2","1","39","28.7","+21","Jaylen Brown"
"170",36,34,2022-12-29,"26-066","BOS",H,"LAC","W (+6)","1","32:39","12","25",".480","0","8",".000","5","5","1.000","2","5","7","2","0","0","3","5","29","15.6","+5","Jaylen Brown"
"171",37,35,2023-01-01,"26-069","BOS","@","DEN","L (-12)","1","34:13","12","20",".600","4","8",".500","2","2","1.000","2","6","8","3","1","0","0","3","30","25.9","-7","Jaylen Brown"
"172",38,36,2023-01-03,"26-071","BOS","@","OKC","L (-33)","1","25:18","11","18",".611","2","7",".286","5","9",".556","0","1","1","2","0","0","1","3","29","18.7","-28","Jaylen Brown"
"173",39,37,2023-01-05,"26-073","BOS","@","DAL","W (+29)","1","29:38","6","12",".500","2","5",".400","5","6",".833","1","6","7","3","0","2","2","4","19","15.0","+12","Jaylen Brown"
"174",40,38,2023-01-07,"26-075","BOS","@","SAS","W (+5)","1","38:46","12","26",".462","2","7",".286","3","6",".500","1","3","4","2","2","2","6","4","29","13.2","+3","Jaylen Brown"
"175",41,39,2023-01-09,"26-077","BOS",H,"CHI","W (+8)","1","38:35","7","21",".333","0","8",".000","5","5","1.000","1","4","5","3","0","1","4","0","19","7.8","+20","Jaylen Brown"
"176",42,40,2023-01-11,"26-079","BOS",H,"NOP","W (+11)","1","34:46","15","21",".714","3","6",".500","8","9",".889","4","8","12","0","0","1","2","3","41","34.6","+18","Jaylen Brown"
"177",46,41,2023-01-19,"26-087","BOS",H,"GSW","W (+3)","1","41:26","6","18",".333","1","4",".250","3","6",".500","1","8","9","3","1","0","2","5","16","6.8","-6","Jaylen Brown"
"178",47,42,2023-01-21,"26-089","BOS","@","TOR","W (+2)","1","41:50","10","23",".435","4","8",".500","3","3","1.000","2","6","8","6","3","0","5","0","27","20.3","-4","Jaylen Brown"
"179",48,43,2023-01-23,"26-091","BOS","@","ORL","L (-15)","1","36:57","10","22",".455","5","11",".455","1","2",".500","2","3","5","3","1","0","5","1","26","14.2","-20","Jaylen Brown"
"180",50,44,2023-01-26,"26-094","BOS",H,"NYK","L (-3)","1","41:32","8","22",".364","1","8",".125","5","7",".714","2","7","9","2","1","0","3","2","22","11.1","+3","Jaylen Brown"
"181",51,45,2023-01-28,"26-096","BOS",H,"LAL","W (+4)","1","38:37","13","23",".565","2","9",".222","9","11",".818","1","8","9","3","1","1","3","5","37","27.2","+2","Jaylen Brown"
"182",52,46,2023-02-01,"26-100","BOS",H,"BRK","W (+43)","1","31:51","8","16",".500","7","12",".583","3","5",".600","0","3","3","3","0","0","2","0","26","18.2","+35","Jaylen Brown"
"183",53,47,2023-02-03,"26-102","BOS",H,"PHO","L (-12)","1","39:11","9","21",".429","3","12",".250","6","9",".667","0","8","8","4","3","0","2","3","27","19.7","-5","Jaylen Brown"
"184",55,48,2023-02-08,"26-107","BOS",H,"PHI","W (+7)","1","17:41","2","9",".222","0","4",".000","0","0",NA,"0","2","2","3","0","0","2","2","4","-1.6","-2","Jaylen Brown"
"185",60,49,2023-02-23,"26-122","BOS","@","IND","W (+4)","1","42:31","11","24",".458","3","5",".600","5","7",".714","5","6","11","3","1","0","3","5","30","20.2","+10","Jaylen Brown"
"186",61,50,2023-02-25,"26-124","BOS","@","PHI","W (+3)","1","36:57","10","21",".476","2","4",".500","4","5",".800","1","3","4","3","3","0","4","3","26","16.4","-6","Jaylen Brown"
"187",63,51,2023-03-01,"26-128","BOS",H,"CLE","W (+4)","1","37:20","6","15",".400","2","5",".400","2","2","1.000","0","3","3","4","0","0","2","3","16","8.4","+2","Jaylen Brown"
"188",64,52,2023-03-03,"26-130","BOS",H,"BRK","L (-10)","1","43:00","15","27",".556","3","8",".375","2","5",".400","0","5","5","4","3","1","3","0","35","25.9","-11","Jaylen Brown"
"189",65,53,2023-03-05,"26-132","BOS",H,"NYK","L (-2)","1","47:23","12","25",".480","2","5",".400","3","3","1.000","2","6","8","1","4","1","3","2","29","21.1","+8","Jaylen Brown"
"190",66,54,2023-03-06,"26-133","BOS","@","CLE","L (-4)","1","45:06","12","26",".462","1","7",".143","7","10",".700","2","11","13","9","0","1","4","5","32","23.1","-1","Jaylen Brown"
"191",67,55,2023-03-08,"26-135","BOS",H,"POR","W (+22)","1","25:14","4","10",".400","0","3",".000","3","3","1.000","0","3","3","3","1","0","2","2","11","6.8","+7","Jaylen Brown"
"192",68,56,2023-03-11,"26-138","BOS","@","ATL","W (+9)","1","37:45","10","18",".556","1","5",".200","3","4",".750","0","5","5","7","2","0","1","3","24","21.2","+3","Jaylen Brown"
"193",69,57,2023-03-13,"26-140","BOS","@","HOU","L (-2)","1","39:11","16","25",".640","4","10",".400","7","8",".875","1","4","5","2","1","1","2","1","43","34.1","+3","Jaylen Brown"
"194",70,58,2023-03-15,"26-142","BOS","@","MIN","W (+2)","1","36:32","12","24",".500","5","8",".625","6","8",".750","3","7","10","1","1","0","2","2","35","25.3","+3","Jaylen Brown"
"195",71,59,2023-03-17,"26-144","BOS","@","POR","W (+14)","1","36:32","12","23",".522","2","6",".333","1","3",".333","3","3","6","5","2","0","4","5","27","17.4","+9","Jaylen Brown"
"196",72,60,2023-03-18,"26-145","BOS","@","UTA","L (-1)","1","35:07","9","19",".474","4","9",".444","3","4",".750","0","4","4","6","0","0","0","2","25","19.5","-8","Jaylen Brown"
"197",73,61,2023-03-21,"26-148","BOS","@","SAC","W (+23)","1","34:02","10","16",".625","4","7",".571","3","3","1.000","0","5","5","4","0","0","1","2","27","22.3","+20","Jaylen Brown"
"198",74,62,2023-03-24,"26-151","BOS",H,"IND","W (+25)","1","33:22","10","23",".435","3","6",".500","4","6",".667","1","6","7","4","0","0","3","2","27","15.6","+11","Jaylen Brown"
"199",75,63,2023-03-26,"26-153","BOS",H,"SAS","W (+44)","1","36:15","18","29",".621","2","10",".200","3","5",".600","1","12","13","3","1","0","5","1","41","29.1","+28","Jaylen Brown"
"200",76,64,2023-03-28,"26-155","BOS","@","WAS","L (-19)","1","26:42","9","19",".474","0","4",".000","0","0",NA,"1","2","3","4","1","0","4","1","18","9.0","-24","Jaylen Brown"
"201",15,1,2022-11-15,"23-061","MEM","@","NOP","L (-11)","1","25:02","3","14",".214","0","7",".000","1","2",".500","2","4","6","0","0","5","2","1","7","1.7","-6","Jaren Jackson Jr."
"202",16,2,2022-11-18,"23-064","MEM",H,"OKC","W (+11)","1","24:54","7","16",".438","3","6",".500","8","11",".727","5","7","12","0","2","3","2","2","25","22.3","+9","Jaren Jackson Jr."
"203",18,3,2022-11-22,"23-068","MEM",H,"SAC","L (-4)","1","27:28","8","14",".571","1","5",".200","5","7",".714","0","3","3","1","2","5","0","4","22","20.1","+15","Jaren Jackson Jr."
"204",19,4,2022-11-25,"23-071","MEM",H,"NOP","W (+21)","1","21:48","6","7",".857","2","3",".667","6","7",".857","0","4","4","0","1","3","1","4","20","18.8","+18","Jaren Jackson Jr."
"205",20,5,2022-11-27,"23-073","MEM","@","NYK","W (+4)","1","30:18","8","19",".421","3","8",".375","2","2","1.000","2","3","5","0","1","0","0","2","21","13.4","0","Jaren Jackson Jr."
"206",21,6,2022-11-30,"23-076","MEM","@","MIN","L (-8)","1","24:47","5","10",".500","1","4",".250","5","6",".833","4","7","11","0","0","2","4","5","16","10.9","-4","Jaren Jackson Jr."
"207",22,7,2022-12-02,"23-078","MEM",H,"PHI","W (+8)","1","26:12","7","12",".583","2","5",".400","6","7",".857","3","6","9","0","1","4","3","5","22","18.7","-2","Jaren Jackson Jr."
"208",23,8,2022-12-04,"23-080","MEM","@","DET","W (+10)","1","29:49","7","13",".538","2","4",".500","6","7",".857","3","0","3","0","0","1","2","2","22","15.3","+5","Jaren Jackson Jr."
"209",25,9,2022-12-07,"23-083","MEM",H,"OKC","W (+21)","1","25:45","5","9",".556","2","4",".500","0","0",NA,"0","3","3","1","2","5","1","2","12","13.0","+12","Jaren Jackson Jr."
"210",26,10,2022-12-09,"23-085","MEM",H,"DET","W (+11)","1","29:37","8","12",".667","3","5",".600","1","4",".250","1","4","5","0","2","4","2","3","20","17.1","+7","Jaren Jackson Jr."
"211",27,11,2022-12-12,"23-088","MEM",H,"ATL","W (+25)","1","23:36","6","11",".545","1","4",".250","2","2","1.000","0","7","7","2","0","8","2","2","15","16.0","+25","Jaren Jackson Jr."
"212",28,12,2022-12-15,"23-091","MEM",H,"MIL","W (+41)","1","12:53","1","2",".500","1","1","1.000","1","2",".500","1","5","6","2","0","0","0","4","4","4.6","+16","Jaren Jackson Jr."
"213",29,13,2022-12-17,"23-093","MEM","@","OKC","L (-6)","1","28:24","3","8",".375","2","6",".333","8","10",".800","3","5","8","1","0","0","1","1","16","13.7","-3","Jaren Jackson Jr."
"214",30,14,2022-12-20,"23-096","MEM","@","DEN","L (-14)","1","21:45","3","6",".500","1","3",".333","1","2",".500","0","2","2","1","3","5","1","5","8","9.4","-13","Jaren Jackson Jr."
"215",31,15,2022-12-23,"23-099","MEM","@","PHO","W (+25)","1","27:49","9","17",".529","1","4",".250","5","6",".833","3","7","10","1","1","2","0","1","24","22.2","+22","Jaren Jackson Jr."
"216",32,16,2022-12-25,"23-101","MEM","@","GSW","L (-14)","1","20:39","5","7",".714","1","2",".500","0","0",NA,"1","1","2","0","1","2","1","5","11","8.5","-3","Jaren Jackson Jr."
"217",33,17,2022-12-27,"23-103","MEM",H,"PHO","L (-17)","1","26:04","2","12",".167","0","4",".000","2","2","1.000","4","4","8","1","2","3","3","2","6","3.4","0","Jaren Jackson Jr."
"218",34,18,2022-12-29,"23-105","MEM","@","TOR","W (+13)","1","29:05","7","15",".467","1","3",".333","0","0",NA,"3","2","5","3","0","2","2","1","15","11.1","+6","Jaren Jackson Jr."
"219",35,19,2022-12-31,"23-107","MEM",H,"NOP","W (+15)","1","30:15","7","13",".538","1","4",".250","2","2","1.000","2","4","6","2","3","6","4","4","17","16.3","+22","Jaren Jackson Jr."
"220",36,20,2023-01-01,"23-108","MEM",H,"SAC","W (+10)","1","28:57","5","11",".455","2","4",".500","2","3",".667","2","5","7","2","0","3","0","3","14","13.1","+7","Jaren Jackson Jr."
"221",37,21,2023-01-04,"23-111","MEM","@","CHO","W (+24)","1","24:05","6","10",".600","1","3",".333","4","5",".800","1","7","8","1","0","3","1","3","17","15.4","+12","Jaren Jackson Jr."
"222",38,22,2023-01-05,"23-112","MEM","@","ORL","W (+8)","1","31:58","12","14",".857","2","3",".667","5","7",".714","2","8","10","1","1","3","2","3","31","29.6","+22","Jaren Jackson Jr."
"223",39,23,2023-01-08,"23-115","MEM",H,"UTA","W (+5)","1","28:32","8","17",".471","2","5",".400","1","2",".500","3","5","8","0","3","5","2","6","19","15.6","-5","Jaren Jackson Jr."
"224",40,24,2023-01-09,"23-116","MEM",H,"SAS","W (+8)","1","30:13","5","10",".500","2","4",".500","4","6",".667","2","4","6","2","0","5","2","2","16","14.9","-4","Jaren Jackson Jr."
"225",41,25,2023-01-11,"23-118","MEM",H,"SAS","W (+6)","1","27:00","6","10",".600","1","2",".500","8","9",".889","2","10","12","1","0","2","0","5","21","20.5","-4","Jaren Jackson Jr."
"226",42,26,2023-01-14,"23-121","MEM","@","IND","W (+18)","1","21:54","4","5",".800","1","1","1.000","0","0",NA,"0","10","10","3","1","2","2","3","9","11.4","+32","Jaren Jackson Jr."
"227",43,27,2023-01-16,"23-123","MEM",H,"PHO","W (+30)","1","25:35","5","11",".455","1","4",".250","7","8",".875","2","6","8","1","2","6","1","0","18","21.0","+30","Jaren Jackson Jr."
"228",44,28,2023-01-18,"23-125","MEM",H,"CLE","W (+1)","1","28:29","5","13",".385","2","6",".333","3","4",".750","2","5","7","1","2","4","0","5","15","13.9","+9","Jaren Jackson Jr."
"229",45,29,2023-01-20,"23-127","MEM","@","LAL","L (-1)","1","33:01","3","8",".375","1","4",".250","5","6",".833","1","5","6","0","1","4","3","5","12","8.2","-4","Jaren Jackson Jr."
"230",46,30,2023-01-22,"23-129","MEM","@","PHO","L (-2)","1","22:43","3","6",".500","2","3",".667","0","0",NA,"1","3","4","0","0","3","4","4","8","3.1","+1","Jaren Jackson Jr."
"231",47,31,2023-01-23,"23-130","MEM","@","SAC","L (-33)","1","28:15","7","18",".389","3","6",".500","2","2","1.000","2","3","5","2","1","1","1","4","19","12.0","-7","Jaren Jackson Jr."
"232",48,32,2023-01-25,"23-132","MEM","@","GSW","L (-2)","1","27:52","4","11",".364","2","3",".667","7","8",".875","3","3","6","0","0","0","1","6","17","10.1","+7","Jaren Jackson Jr."
"233",49,33,2023-01-27,"23-134","MEM","@","MIN","L (-11)","1","28:13","5","17",".294","0","5",".000","4","5",".800","3","4","7","0","2","2","2","4","14","6.8","-3","Jaren Jackson Jr."
"234",50,34,2023-01-29,"23-136","MEM",H,"IND","W (+12)","1","38:07","12","19",".632","3","8",".375","1","2",".500","2","6","8","1","1","5","1","4","28","24.9","+19","Jaren Jackson Jr."
"235",51,35,2023-02-01,"23-139","MEM",H,"POR","L (-10)","1","33:45","9","14",".643","0","3",".000","0","0",NA,"0","7","7","0","0","6","0","3","18","16.9","+2","Jaren Jackson Jr."
"236",53,36,2023-02-05,"23-143","MEM",H,"TOR","L (-3)","1","31:58","7","17",".412","0","6",".000","4","7",".571","1","7","8","0","0","4","3","3","18","9.1","+1","Jaren Jackson Jr."
"237",54,37,2023-02-07,"23-145","MEM",H,"CHI","W (+15)","1","31:58","9","13",".692","2","5",".400","4","5",".800","0","3","3","1","2","5","1","5","24","22.2","+15","Jaren Jackson Jr."
